source_no,category,name_ko,romanization,desc_ko,name_en,desc_en,name_ja,desc_ja,name_zh_simp,desc_zh_simp,name_zh_trad,desc_zh_trad
232,탕 [Tang],설렁탕,Seolleongtang,"소의 뼈, 내장 등을 함께 넣고 오랜 시간 푹 고아 만든 탕이다. 국물이 뽀얗고 맛이 진하며 보양식으로 널리 알려져 있다.",Ox Bone Soup,"A savory soup made of ox bones and innards. Hours, and sometimes days, of slow simmering produces the milky white broth and concentrated flavor",ソルロンタン,牛の骨や内臓などを長時間煮込んだスープ。濃厚な白いスープが特徴的。,雪浓汤,用牛骨、牛内脏等长时间熬制而成，汤汁雪白，香味浓厚，是有名的滋补汤。,雪濃湯,將牛骨和精肉一起放入後長時間熬煮而成，是傳統滋補湯。雪白溫熱的湯汁濃醇，味道絕佳，一般會泡飯吃。
233,탕 [Tang],쏘가리매운탕,Ssogarimaeuntang,손질한 쏘가리에 각종 채소를 넣고 고추장과 고춧가루를 풀어 얼큰하게 끓인 매운탕으로 맛이 깔끔하고 잡냄새가 없어 민물고기 매운탕 중 으뜸으로 꼽힌다.,Spicy Mandarin Fish Stew,"This isa spicy mandarin fish stew boiled withvegetables and seasoned with gochujangand red pepper powder. Mandarin fish is widely believed to be the best freshwaterfish for use in a spicy stew, because it has a clear taste without the fishy smell.",コウライケツギョの辛味スープ,コウライケツギョと野菜を入れ、コチュジャンと粉唐辛子を溶いて辛めに仕上げたスープ。味はさっぱりしていて臭みがなく、淡水魚の辛味スープの中でも食べやすくおいしいと言われる。,鲜辣桂鱼汤,锅中放入适量的清水，将收拾好的桂鱼和各种蔬菜放进去一起熬煮，再放入辣椒酱和辣椒粉，味道鲜辣爽口，没有异味，味道在淡水鱼鲜辣汤中首屈一指。,鮮辣桂魚湯,清理好的桂魚裡放入各種蔬菜，再加入辣椒醬與辣椒粉煮沸。鮮辣桂魚湯非常爽口，沒有怪味，是在淡水魚中首屈一指的辣湯食材。
234,탕 [Tang],아귀탕,Agwitang,"손질한 아귀에 미나리, 콩나물 등의 채소를 넣고 끓이는 탕이다. 예전에는 못생긴 생김새 때문에 버리던 생선이었는데, 요즘은 쫄깃한 맛으로 인기가 좋다.",Monkfish Soup,"Monkfish boiled with bean sprout and Korean parsley. In the past, monkfish was not consumed due to its ugly appearance, but it has now become popular thanks to its chewy texture.",アンコウスープ,下処理したアンコウにセリ、豆もやしなどの野菜を入れて煮込んだスープ。以前は見た目が醜いと捨てられていた魚だったが、現在は食感などが人気。,安康鱼汤,将处理好的安康鱼和水芹、豆芽等蔬菜一起炖煮即可。以前，安康鱼因长得过于丑陋而被人们弃之不用，如今其细嫩鲜美的肉质备受人们的喜爱。,安康魚湯,清理好的鮟鱇跟水芹、豆芽等蔬菜一起燉煮。在過去，鮟鱇因為其貌不揚的外觀備受嫌棄，而如今卻以勁道的口感備受人們的喜愛。
235,탕 [Tang],알탕,Altang,"명태의 알인 명란을 넣고 끓인 매운탕이다. 명란은 글루타민산과 라이신 등의 필수 아미노산, 비타민A 등을 많이 함유하고 있어 시력보호와 피부미용에 좋다.",Spicy Fish Roe Soup,"Fish roe is rich in essential amino acids, such as glutamic acid and lysine, and vitamin A, and helps maintain healthy eyes and skin.",魚の卵スープ,スケトウダラの卵である明太子を入れて煮たメウンタン(辛いスープ)。明太子はグルタミン酸やリジンなどの必須アミノ酸やビタミンAなどが豊富に含まれており、目によく、肌の美容にもいい。,鱼子汤,用明太鱼的鱼子熬煮的辣汤。明太鱼子富含谷氨酰胺和赖氨酸等人体所必需的氨基酸以及维生素A，既能美容又能保护视力。,魚子湯,魚子湯是放入明太子和蔬菜煮出的辣味魚子湯。明太魚子有非常獨特的香酥味。
236,탕 [Tang],양곰탕,Yanggomtang,"소의 양을 뽀얀 국물이 우러나도록 푹 끓인 후 무를 넣어 다시 끓인 보양 탕이다. 양은 소의 위로, 뜨거운 물을 끼얹어 검은 막을 벗겨 탕과 구이로 많이 먹는다.",Beef Tripe Soup,A nourishing soup made with yang (cow’s first stomach) simmered until the broth becomes cloudy and boiled with radish. The yang is cleaned by pouring hot water over it to remove the black membrane and boiled or grilled.,牛の胃袋のコムタン,牛の胃袋を白濁スープになるまでじっくりと煮込み、その後大根を入れて再び煮込んだスープ。牛の胃袋は、熱いお湯をかけて黒い膜をはがし、スープに入れたり焼いてよく食べられる。,精熬牛胃汤,将牛胃细熬慢炖至汤色乳白，再放入萝卜继续炖煮一会儿即成营养滋补汤。处理牛胃时，要先浇上开水，撕掉黑色的薄膜。牛胃可以用来做汤或烧烤。,精熬牛胃湯,長時間燉煮牛胃，直至湯色發白，然後放入蘿蔔繼續燉煮片刻即成滋補美食。清理牛胃時澆上熱水，撕掉黑色膜。牛胃可以做湯或燒烤。
237,탕 [Tang],어묵꼬치,Eomukkkochi,"무, 다시마, 멸치 따위로 우린 국물에 꼬챙이에 꿴 어묵을 푹 담가 끓여서 먹는 음식이다. 뜨끈한 어묵 국물에 쫄깃한 어묵꼬치를 건져 양념간장에 찍어 먹는다.",Skewered Fishcake Soup,"Fishcakes threaded on skewers boiled in broth made with radish, kelp, and anchovies. Skewered fishcakes in the hot soup are served with a dipping sauce.",串刺し練り天,大根、昆布、煮干しなどでとった出し汁に、串に刺した練り天を入れて煮たもの。温かい出し汁から歯ごたえのある食感の串刺し練り天を取り出し、醤油だれにつけて食べると美味しい。,鱼糕串,在用萝卜、海带、鳀鱼等食材熬制的高汤里放入鱼糕串煮食的料理。从汤中捞出口感筋道的鱼糕串再蘸上调味酱油，搭配热乎乎的鱼糕汤一起吃。,魚板串,在用蘿蔔、海帶、鳀魚等材料熬製的高湯裡放入魚板串後煮著吃。從湯中撈出口感有嚼勁的魚板串沾取調味醬油，搭配熱騰騰的魚板湯一起吃。
238,탕 [Tang],연포탕,Yeonpotang,"두부를 지져 닭고기, 표고, 다시마 등과 함께 끓인 국이다. 전라남도 영암에서는 낙지를 통째로 넣은 다음 각종 양념을 더해 끓여 먹는 낙지연포탕이 발달해 왔다.",Bean Curd Soup,"This is a soup featuring boiled and pan-fried bean curd, chicken, shitake mushroom, and kelp. In Yeongam,South Jeollanam Province, yeonpotang boiled with a whole, seasoned octopus is quite popular.",豆腐スープ,豆腐を焼いて鶏肉、しいたけ、昆布などと一緒に煮たスープ。全羅南道・霊岩では、テナガダコを丸ごと入れて薬味を加えて煮るテナガダコスープが有名。,豆腐清汤,软泡即豆腐，将油煎的豆腐和鸡肉、香菇、海带等材料一起熬成的汤。全罗南道灵岩地区流行章鱼鲜蔬汤，将整只章鱼放进去，加入各种调料一起熬煮。,豆腐清湯,把豆腐煎好，再跟雞肉、香菇、昆布等一起煮成湯。在全羅南道靈岩地區，人們會放入整只章魚，然後加入各種調料煮成湯，這種湯叫做章魚鮮蔬湯。
239,탕 [Tang],영양한우갈비탕,YeongyanghanuGalbitang,"다진 한우 갈빗살을 양념해 치댄 후 데친 우엉에 붙여 한입 크기로 모양을 낸 다음 양념한 육수에 밤, 표고버섯 등과 함께 넣고 졸인 뒤 육수를 부어 낸다.",Nutritious Korean Beef Rib Soup,"This dish is a beef rib soup made with minced beef rib meat wrapped with parboiled burdock root and cut into bite-sized pieces in seasoned beef stock, along with chestnuts and shitake mushroom.",栄養韓牛カルビタン,挽いた韓牛のカルビを味付けしてこね、湯掻いたごぼうにつけて一口大の大きさにする。味付けしたスープに栗、しいたけなどと一緒に入れて煮込み、再びスープを注ぐ。,营养韩牛排骨汤,将韩牛的排骨肉剁碎后加入调料揉搓均匀备用。将肉末贴在用开水焯过的牛蒡上，做成方便入口的大小，然后倒入调过味的高汤，加入栗子、香菇等一起炖，最后倒上高汤上桌即可。,營養韓牛排骨湯,剁好的韓牛排骨肉裡加入調料後好好揉搓，然後按一口大小貼在牛蒡上，再跟調好味的高湯、栗子、香菇等一起燉煮，端鍋的時候再倒一點高湯。
240,탕 [Tang],왕갈비탕,Wanggalbitang,"보통의 갈비보다 크게 자른 왕갈비를 넣고, 연하고 흐물흐물해지도록 푹 고아 다진 파와 소금을 넣어 먹는다. 국물이 구수하고 갈비를 뜯어 먹는 맛이 쏠쏠하다.",Beef Rib Soup,This hearty and nutritious soup is made by simmering large beef ribs until tender and seasoning with chopped green onion and salt.,王カルビタン,通常のカルビより大きめに切ったカルビを入れ、やわらかくほろほろになるまで煮込み、みじん切りしたねぎと塩を入れて食べる。スープは風味があり、骨付きカルビにかぶりつく楽しさもある。,大排骨汤,将切成比普通排骨更大块的大排骨放入汤里炖至软烂，再放入葱花和食盐即可。大排骨汤味道香浓鲜美，排骨肉啃起来也是别有一番乐趣。,大排骨湯,把切成比普通排骨大塊的王排骨放入湯裡充分燉煮，然後放入蔥花和食鹽調味。王排骨湯味道非常鮮美，津津有味地啃個排骨也非常有樂趣。
241,탕 [Tang],용봉탕,Yongbongtang,"잉어나 자라를 닭과 함께 넣어 끓인 탕이다. 문어, 낙지, 소고기, 전복, 해삼 등을 추가하기도 하며 기력을 보충 해주는 보양 음식으로 즐겨 먹는다.","Carp, Softshell Turtle, and Chicken Soup","A clear soup boiled with carp or softshell turtle and chicken. Other ingredients, such as octopus, beef, abalone, and sea cucumber, can be added. This soup is considered an energy-boosting dish.",鯉と鶏肉のスープ,鯉やスッポンを鶏肉と一緒に煮込んだスープ。タコ、テナガダコ、牛肉、アワビ、ナマコなどを加えることもある。気力を回復させる滋養食としてよく食べられている。,龙凤汤,将鲤鱼或甲鱼与鸡一起熬煮的汤料理。有时还会添加章鱼、长爪章鱼、牛肉、鲍鱼、海参等，作为一道滋补美食备受人们喜爱。,龍鳳湯,用鯉魚或鱉和雞一起熬煮而成。也會添加大章魚、章魚、牛肉、鮑魚、海參等，是一種備受喜愛的滋補美食。
242,탕 [Tang],우거지갈비탕,Ugeojigalbitang,갈비뼈를 오랫동안 끓인 국물에 우거지와 된장을 넣어 만든 탕이다. 우거지는 푸성귀를 다듬을 때 골라 놓은 겉대를 말하며 식이섬유가 많아 정장작용에 좋다.,Korean Cabbage and Short Rib Soup,Korean cabbage leaves slowly simmered in a beef rib stock and seasoned with doenjang (soybean paste). Ugeoji refers to the green outer layer of Korean cabbage or other leafy vegetables.,白菜カルビタン,あばら骨をじっくり煮込んだスープにウゴジとテンジャンを加えたスープ。「ウゴジ」は白菜の外側の葉のこと。,干白菜排骨汤,用排骨长时间熬煮制成高汤，再放入泡发的干白菜和大酱熬煮。干白菜是青菜的外表层菜叶，富含膳食纤维，对肠胃好。,乾白菜排骨湯,乾白菜牛骨湯是在牛排骨湯裡放入乾白菜和大醬煮出的香醇湯餚。牛排骨的高湯可用來煮年糕湯、香辣牛肉湯、蘿蔔清湯等不同的湯。
243,탕 [Tang],우럭매운탕,Ureokmaeuntang,손질한 우럭을 적당한 크기로 토막 내 매운 양념과 함께 각종 채소를 넣어 얼큰하게 끓인 탕이다. 우럭은 기름이 많아 고소한 국물이 많이 우러나오기 때문에 술안주로도 각광받는다.,Spicy Rockfish Stew,"For this dish, rockfish is cut into pieces and boiled with vegetables and spicy seasoning. Rockfish is popular as a side dish with alcohol, as it is fatty and has a pleasingly savory taste.",クロソイの辛味スープ,クロソイを適当な大きさにぶつ切りにし、辛味の薬味と野菜を入れて辛く煮たスープ。クロソイは脂身が多く、コクのある出汁がよく出るため、酒の肴としても人気だ。,鲜辣石斑鱼汤,将石斑鱼切成适当的大小，放入辣味的调味汤和各种蔬菜，熬成鲜辣的鱼汤。石斑鱼油多，熬久了汤里就会渗出香浓的汤味，因此也是人们喜爱的下酒菜之一。,鮮辣石斑魚湯,把清理好的石斑魚剁成適當大小，放入辣味調料和各種蔬菜煮沸。石斑魚富含油分，所以能煮出多量鮮美的魚湯，非常適合做下酒菜。
244,탕 [Tang],우족탕,Ujoktang,"소의 족발 부위를 장시간 삶아내어 끓인 탕이다. 파를 얹어 소금, 후추로 간한 뒤 먹는데, 진한 국물과 쫀득쫀득한 우족의 식감이 별미다.",Ox Feet Soup,Ox feett simmered for a long period of time and seasoned with salt and pepper. Chopped green onion is added as a garnish. The thick broth and chewy texture of the ox feet are especially appealing.,牛足スープ,牛の足の部位を長時間茹でて煮込んだスープ。ねぎをのせ、塩、こしょうで味を調えて食べる。濃厚なスープと弾力のある牛足の食感がたまらない。,牛蹄汤,将牛蹄长时间细熬慢炖而成，吃的时候要放一些葱花，并用食盐和胡椒调味，香浓的汤和有嚼劲的牛蹄肉令人回味无穷。,牛蹄湯,牛蹄經長時間燉煮，然後放入蔥花、食鹽和胡椒調味。牛蹄湯非常香濃，牛蹄肉非常勁道，是非常美味的滋補美食。
245,탕 [Tang],장어탕,Jangeotang,"장어를 뼈가 허물어질 때까지 푹 끓인 후, 된장과 고춧가루로 간을 하여 끓인 탕이다. 더운 여름에 먹는 보양식으로 유명하며, 방아 잎이나 들깨가루를 넣으면 국물이 진하고 깊은 맛이 난다. ",Eel Soup,"Eel simmered until tender and seasoned with doenjang (soybean paste) and red chili powder. This eel soup, a popular summer delicacy, can be made thicker and more flavorful by adding perilla seeds or agastache leaves.",ウナギスープ,ウナギの骨がやわらかくなるまでじっくり煮込み、テンジャンと粉唐辛子で味を調えて煮込んだスープ。暑い夏に食べる滋養食として有名で、カワミドリ やエゴマの粉を入れると濃厚なスープになる。,鳗鱼汤,将鳗鱼炖至鱼骨完全酥烂，再用大酱和辣椒粉调味即可。鳗鱼汤是最具代表性的夏季营养滋补美食，加入排草香或紫苏粉会使汤味更加鲜美香浓。,鰻魚湯,把鰻魚燉煮至骨頭髮軟，再用大醬和辣椒粉調味。鰻魚湯是炎熱夏季的著名滋補美食，放入排草香或野蘇子粉會更加美味。
